报告：,投放网络
帐户：,Baidu-大皇帝1-8141563
日期范围：,2015-01-19-2015-01-19
所属层级：,

网站,推广计划,推广组,推广组状态,所属一级行业,所属二级行业,出价(元),展现次数,展现独立访客,展现频次,点击次数,点击独立访客,点击率,独立访客点击率,平均点击价格(元),平均独立访客点击价格(元),千次展现成本(元),总费用(元),到达率,二跳率,停留时间,直接转化,间接转化
biquge5200.com,黑人打江山,黑人打江山-三国词,有效,小说,小说阅读,1.8,55,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
92ttt.com,黑人打江山,黑人打江山-三国词,有效,小说,文化文学,1.8,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
mengyuan57.com,3D领取吕布,3D领取吕布-三国词,有效,社交网络和在线社区,综合论坛,1.8,10,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
xxshe.com,酋长玩三国,酋长玩三国-三国词,有效,休闲娱乐,动漫,1.5,5,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
xohmtv.cn,黑人打江山,黑人打江山-三国词,有效,新闻媒体,综合门户,1.6,100,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
114junshi.com,武将貂蝉,武将貂蝉-三国词,有效,新闻媒体,政史军事,1.5,2,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
4gzw.net,新三国解密,新三国解密-三国词,有效,小说,小说阅读,1.8,13,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
453000.cn,3D领取吕布,3D领取吕布-三国词,有效,新闻媒体,地方媒体,1.8,2,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
ahsaray.com,黑人打江山,黑人打江山-三国词,有效,网络服务应用,技术论坛,1.7,10,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
hao527.cn,新三国解密,新三国解密-三国词,有效,网址导航,,1.8,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
baikm.com,新三国解密,新三国解密-三国词,有效,小说,小说阅读,1.8,10,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
icpba.cn,3D领取吕布,3D领取吕布-三国词,有效,网络服务应用,搜索查询,1.8,6,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
52xiee.com,黑人打江山,黑人打江山-直投,有效,小说,文化文学,1.0,2,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
920dy.cc,黑人打江山,黑人打江山-三国词,有效,音乐影视,视频短片,1.7,2,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
maoyiw.com,新三国解密,新三国解密-三国词,有效,垂直行业,商务贸易,1.8,83,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
kmwyj.cn,3D领取吕布,3D领取吕布-三国词,有效,游戏,单机游戏,0.6,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
huayinren.net,新三国解密,新三国解密-三国词,有效,社交网络和在线社区,综合论坛,1.8,2,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
8855.org,新三国解密,新三国解密-三国词,有效,小说,文化文学,1.8,156,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
27bao.com,武将貂蝉,武将貂蝉-三国词,有效,新闻媒体,媒体报刊,1.5,168,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
qhtv.cn,囧叔说三国,囧叔说三国-三国词,有效,新闻媒体,广播/电视,1.7,98,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
yslinhu.com,新三国解密,新三国解密-三国词,有效,社交网络和在线社区,综合论坛,1.8,19,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
79pan.com,囧叔说三国,囧叔说三国-三国词,有效,网络服务应用,网盘,1.8,7,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
wowoxs.com,黑人打江山,黑人打江山-直投,有效,小说,小说阅读,1.0,13,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
qiuball.com,黑人打江山,黑人打江山-三国词,有效,体育运动,体育综合,2.0,14,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
feifantxt.com,新三国解密,新三国解密-三国词,有效,社交网络和在线社区,综合论坛,1.8,166,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
lvcode.com,黑人打江山,黑人打江山-三国词,有效,网络服务应用,源码下载,1.7,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
ymlt.net,黑人打江山,黑人打江山-三国词,有效,小说,小说阅读,1.8,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
chendu.org,新三国解密,新三国解密-三国词,有效,小说,文化文学,1.8,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
pos580.com,新三国解密,新三国解密-三国词,有效,垂直行业,电子五金,1.8,2,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
cioers.com,黑人打江山,黑人打江山-三国词,有效,网络服务应用,技术论坛,1.7,3,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
whrc.cn,新三国解密,新三国解密-三国词,有效,社交网络和在线社区,综合论坛,1.8,3,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
ijisuanji.com,新三国解密,新三国解密-三国词,有效,计算机软件硬件,软件交流,1.8,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
ktouch.org,新三国解密,新三国解密-三国词,有效,数码及手机,数码及手机资讯,1.8,7,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
hanzify.org,新三国解密,新三国解密-三国词,有效,计算机软件硬件,软件下载,1.8,37,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
btplay.net,囧叔说三国,囧叔说三国-三国词,有效,社交网络和在线社区,垂直论坛,1.8,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
chinaseed114.com,新三国解密,新三国解密-三国词,有效,垂直行业,农林牧渔,1.8,5,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
51zweb.cn,黑人打江山,黑人打江山-直投,有效,休闲娱乐,动漫,0.6,3,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
snzfw.com,新三国解密,新三国解密-三国词,有效,垂直行业,农林牧渔,1.8,20,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
mayawu.com,新三国解密,新三国解密-三国词,有效,计算机软件硬件,软件交流,1.8,6,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
biaozhun8.com,新三国解密,新三国解密-三国词,有效,网络服务应用,搜索查询,1.8,2,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
shachatuan.com,黑人打江山,黑人打江山-三国词,有效,社交网络和在线社区,综合论坛,1.8,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
ddyy.tv,新三国解密,新三国解密-三国词,有效,音乐影视,宽带电影,1.8,102,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
kanhaoshu.cc,黑人打江山,黑人打江山-三国词,有效,小说,小说阅读,1.8,32,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
tete123.com,黑人打江山,黑人打江山-三国词,有效,休闲娱乐,动漫,1.3,2,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
hn178.com,3D领取吕布,3D领取吕布-三国词,有效,垂直行业,农林牧渔,1.8,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
sinonet.org,囧叔说三国,囧叔说三国-三国词,有效,新闻媒体,综合门户,1.7,14,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
xk9l.com,黑人打江山,黑人打江山-三国词,有效,小说,小说阅读,1.8,5,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
77js.com,黑人打江山,黑人打江山-直投,有效,新闻媒体,政史军事,0.8,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
99hots.com,黑人打江山,黑人打江山-直投,有效,新闻媒体,综合门户,0.8,112,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
mfunz.com,黑人打江山,黑人打江山-三国词,有效,数码及手机,手机资源及下载,1.7,5,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
wenchenhk.com,黑人打江山,黑人打江山-直投,有效,计算机软件硬件,软件交流,0.6,21,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
jiajiamu.com,新三国解密,新三国解密-三国词,有效,音乐影视,宽带电影,1.8,31,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
xuanwind.net,黑人打江山,黑人打江山-三国词,有效,音乐影视,宽带电影,1.8,5,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
1797t.com,黑人打江山,黑人打江山-直投,有效,休闲娱乐,笑话,0.6,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
tangongye.com,3D领取吕布,3D领取吕布-三国词,有效,垂直行业,化工/能源,1.8,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
donglilake.com,黑人打江山,黑人打江山-直投,有效,社交网络和在线社区,综合论坛,0.6,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
55xs.com,武将貂蝉,武将貂蝉-三国词,有效,小说,电子书,1.5,157,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
22vn.cn,新三国解密,新三国解密-三国词,有效,新闻媒体,政史军事,1.0,6,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
dajunshi.com,3D领取吕布,3D领取吕布-三国词,有效,新闻媒体,政史军事,1.8,6,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
gazx.org,3D领取吕布,3D领取吕布-三国词,有效,新闻媒体,地方媒体,1.8,3,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
camgle.com,囧叔说三国,囧叔说三国-三国词,有效,数码及手机,相机/摄像机,1.8,13,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
eeppt.com,新三国解密,新三国解密-三国词,有效,网络服务应用,源码下载,1.8,13,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
tui8.org,黑人打江山,黑人打江山-三国词,有效,音乐影视,宽带电影,1.8,10,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
dbank.com,黑人打江山,黑人打江山-三国词,有效,网络服务应用,网盘,1.7,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
lwlm.com,黑人打江山,黑人打江山-直投,有效,小说,文化文学,1.0,962,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
yaomtv.com.cn,新三国解密,新三国解密-三国词,有效,体育运动,篮球NBA,2.0,64,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
officezu.com,新三国解密,新三国解密-三国词,有效,计算机软件硬件,软件交流,1.8,23,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
worldofwest.net,新三国解密,新三国解密-三国词,有效,音乐影视,娱乐综合,1.8,2,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
mddmm.com,黑人打江山,黑人打江山-三国词,有效,休闲娱乐,动漫,1.3,6,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
shenmaxiaoshuo.com,囧叔说三国,囧叔说三国-三国词,有效,小说,小说阅读,1.8,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
dayinews.com,黑人打江山,黑人打江山-直投,有效,新闻媒体,综合门户,0.8,6,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
xiaofanni.com,黑人打江山,黑人打江山-三国词,有效,休闲娱乐,笑话,1.7,2,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
seekfun.com.cn,黑人打江山,黑人打江山-直投,有效,游戏,网络游戏,0.6,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
lolyx.cn,囧叔说三国,囧叔说三国-三国词,有效,游戏,网络游戏,1.8,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
rugao35.com,新三国解密,新三国解密-三国词,有效,新闻媒体,综合门户,1.0,2,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
92ttt.com,黑人打江山,黑人打江山-直投,有效,小说,文化文学,1.0,30,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
show160.com,武将貂蝉,武将貂蝉-三国词,有效,音乐影视,娱乐综合,1.5,4,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
51waku.com,黑人打江山,黑人打江山-直投,有效,音乐影视,宽带电影,0.6,3,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
qtyuyin.com,新三国解密,新三国解密-三国词,有效,网络服务应用,技术论坛,1.8,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
aiqude.com,黑人打江山,黑人打江山-三国词,有效,休闲娱乐,动漫,1.3,19,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
mszz.cn,3D领取吕布,3D领取吕布-三国词,有效,新闻媒体,媒体报刊,1.8,4,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
sm160.net,3D领取吕布,3D领取吕布-三国词,有效,垂直行业,商务贸易,1.8,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
zgxfw.net,3D领取吕布,3D领取吕布-三国词,有效,新闻媒体,地方媒体,1.8,2,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
bato.cn,黑人打江山,黑人打江山-三国词,有效,新闻媒体,地方媒体,1.6,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
geyanw.com,酋长玩三国,酋长玩三国-三国词,有效,休闲娱乐,笑话,1.5,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
657200.cn,黑人打江山,黑人打江山-三国词,有效,社交网络和在线社区,综合论坛,1.8,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
jun4.com,黑人打江山,黑人打江山-直投,有效,新闻媒体,政史军事,0.8,4,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
piaotian.cc,酋长玩三国,酋长玩三国-三国词,有效,小说,小说阅读,2.0,20,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
xunread.com,武将貂蝉,武将貂蝉-三国词,有效,小说,文化文学,1.5,9,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
jiajiamu.com,黑人打江山,黑人打江山-直投,有效,音乐影视,宽带电影,0.6,16,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
hgxsw.com,黑人打江山,黑人打江山-三国词,有效,小说,小说阅读,1.8,93,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
baishulou.net,3D领取吕布,3D领取吕布-三国词,有效,小说,小说阅读,1.8,8,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
123novel.com,新三国解密,新三国解密-三国词,有效,小说,小说阅读,1.8,11,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
puall.com,黑人打江山,黑人打江山-直投,有效,社交网络和在线社区,综合论坛,0.6,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
hijran.cn,新三国解密,新三国解密-三国词,有效,网络服务应用,技术论坛,1.8,4,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
chinamac.com,3D领取吕布,3D领取吕布-三国词,有效,数码及手机,手机资源及下载,1.8,4,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
ncar.cc,3D领取吕布,3D领取吕布-三国词,有效,新闻媒体,综合门户,1.8,323,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
ihaom.com,囧叔说三国,囧叔说三国-三国词,有效,游戏,网络游戏,1.8,25,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
sdbeta.com,新三国解密,新三国解密-三国词,有效,计算机软件硬件,软件下载,1.8,91,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
aiwenxue.cc,新三国解密,新三国解密-三国词,有效,小说,文化文学,1.8,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
uux.cn,3D领取吕布,3D领取吕布-三国词,有效,新闻媒体,综合门户,1.8,26,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
newdur.com,酋长玩三国,酋长玩三国-三国词,有效,投资金融,财经资讯,1.5,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
pge8.com,新三国解密,新三国解密-三国词,有效,垂直行业,农林牧渔,1.8,2,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
51saier.cn,酋长玩三国,酋长玩三国-三国词,有效,游戏,综合游戏,0.8,2,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
pcmadman.com,新三国解密,新三国解密-三国词,有效,计算机软件硬件,软件交流,1.8,20,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
bjdy.tv,黑人打江山,黑人打江山-三国词,有效,音乐影视,宽带电影,1.8,8,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
liujason.com,3D领取吕布,3D领取吕布-三国词,有效,网络服务应用,技术论坛,1.8,6,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
qqbo.cc,3D领取吕布,3D领取吕布-三国词,有效,音乐影视,宽带电影,1.8,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
tomatolei.com,囧叔说三国,囧叔说三国-三国词,有效,社交网络和在线社区,垂直论坛,1.8,13,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
qxtxt.com,囧叔说三国,囧叔说三国-三国词,有效,小说,电子书,1.8,2,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
50747.com,新三国解密,新三国解密-三国词,有效,垂直行业,商务贸易,1.8,195,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
hgxsw.com,新三国解密,新三国解密-三国词,有效,小说,小说阅读,1.8,736,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
dazui88.com,黑人打江山,黑人打江山-三国词,有效,休闲娱乐,笑话,1.7,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
kuaibowangzhi.com,新三国解密,新三国解密-三国词,有效,网址导航,,1.8,5,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
techweb.com.cn,黑人打江山,黑人打江山-直投,有效,计算机软件硬件,硬件资讯,0.6,14,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
kameng.com,新三国解密,新三国解密-三国词,有效,网络服务应用,搜索查询,1.8,27,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
fx2me.com,武将貂蝉,武将貂蝉-三国词,有效,游戏,综合游戏,1.5,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
s1979.com,黑人打江山,黑人打江山-直投,有效,新闻媒体,广播/电视,0.8,176,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
zybus.net,囧叔说三国,囧叔说三国-三国词,有效,音乐影视,宽带电影,1.8,6,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
yslang.com,黑人打江山,黑人打江山-直投,有效,音乐影视,宽带电影,0.6,2,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
lanyu.net,新三国解密,新三国解密-三国词,有效,社交网络和在线社区,综合论坛,1.8,29,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
2v1.net,囧叔说三国,囧叔说三国-三国词,有效,新闻媒体,政史军事,1.7,5,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
shu86.com,新三国解密,新三国解密-三国词,有效,小说,小说阅读,1.8,187,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
coodoor.com,囧叔说三国,囧叔说三国-三国词,有效,计算机软件硬件,软件交流,1.8,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
bearcn.com,3D领取吕布,3D领取吕布-三国词,有效,社交网络和在线社区,综合论坛,1.8,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
youzhouzx.com,3D领取吕布,3D领取吕布-三国词,有效,新闻媒体,地方媒体,1.8,3,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
luxiangba.cn,黑人打江山,黑人打江山-三国词,有效,体育运动,体育综合,2.0,9,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
jl56114.com,新三国解密,新三国解密-三国词,有效,垂直行业,交通物流,1.8,2,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
cnepaper.net,黑人打江山,黑人打江山-三国词,有效,新闻媒体,媒体报刊,1.6,2,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
fgdingguan.com,新三国解密,新三国解密-三国词,有效,垂直行业,重工/机械,1.8,12,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
zwsky.cn,新三国解密,新三国解密-三国词,有效,计算机软件硬件,软件下载,1.8,4,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
luyouqi6.cn,新三国解密,新三国解密-三国词,有效,计算机软件硬件,硬件资讯,1.8,3,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
mz6.net,3D领取吕布,3D领取吕布-三国词,有效,数码及手机,手机资源及下载,1.8,3,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
kukulv.com,黑人打江山,黑人打江山-直投,有效,休闲娱乐,动漫,0.6,4,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
longmeicn.com,黑人打江山,黑人打江山-三国词,有效,社交网络和在线社区,综合论坛,1.8,3,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
ff14.com.cn,酋长玩三国,酋长玩三国-三国词,有效,游戏,网络游戏,1.5,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
xunleicang.com,黑人打江山,黑人打江山-直投,有效,音乐影视,宽带电影,0.6,4,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
5mili.com,新三国解密,新三国解密-三国词,有效,网络服务应用,源码下载,1.8,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
gzdlw.com,3D领取吕布,3D领取吕布-三国词,有效,垂直行业,化工/能源,1.8,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
1314gx.com,黑人打江山,黑人打江山-直投,有效,休闲娱乐,笑话,0.6,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
sina.com,囧叔说三国,囧叔说三国-三国词,有效,新闻媒体,综合门户,1.7,4,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
shukongwang.com,3D领取吕布,3D领取吕布-三国词,有效,垂直行业,重工/机械,1.8,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
ceowo.com,黑人打江山,黑人打江山-三国词,有效,新闻媒体,政史军事,1.6,13,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
itmo.com,新三国解密,新三国解密-三国词,有效,游戏,综合游戏,0.6,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
muyazi.com,酋长玩三国,酋长玩三国-三国词,有效,音乐影视,宽带电影,1.8,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
sxdaily.com.cn,黑人打江山,黑人打江山-直投,有效,新闻媒体,综合门户,0.8,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
776dm.com,黑人打江山,黑人打江山-直投,有效,休闲娱乐,动漫,0.6,43,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
05273.com,新三国解密,新三国解密-三国词,有效,社交网络和在线社区,综合论坛,1.8,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
bianzhile.com,新三国解密,新三国解密-三国词,有效,社交网络和在线社区,综合论坛,1.8,55,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
httor.cn,新三国解密,新三国解密-三国词,有效,音乐影视,视频短片,1.8,84,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
ebookcn.com,黑人打江山,黑人打江山-三国词,有效,小说,电子书,1.8,4,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
bokecc.com,3D领取吕布,3D领取吕布-三国词,有效,音乐影视,视频短片,1.8,5,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
lrc123.com,新三国解密,新三国解密-三国词,有效,网络服务应用,搜索查询,1.8,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
456ss.com,新三国解密,新三国解密-三国词,有效,网址导航,,1.8,27,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
newhi.cn,新三国解密,新三国解密-三国词,有效,休闲娱乐,笑话,1.3,2,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
zuishulou.com,黑人打江山,黑人打江山-直投,有效,小说,小说阅读,1.0,88,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
shangchunze.com,新三国解密,新三国解密-三国词,有效,社交网络和在线社区,综合论坛,1.8,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
yangzhushebei.cn,新三国解密,新三国解密-三国词,有效,垂直行业,农林牧渔,1.8,2,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
wulinfeng8.com,黑人打江山,黑人打江山-三国词,有效,体育运动,体育综合,2.0,16,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
demaxiya.com,武将貂蝉,武将貂蝉-三国词,有效,游戏,网络游戏,1.5,213,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
blfentao.com,囧叔说三国,囧叔说三国-三国词,有效,社交网络和在线社区,综合论坛,1.8,6,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
douxiao.net,新三国解密,新三国解密-三国词,有效,休闲娱乐,笑话,1.3,13,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
upcun.com,新三国解密,新三国解密-三国词,有效,休闲娱乐,笑话,1.3,7,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
junqing360.com,新三国解密,新三国解密-三国词,有效,新闻媒体,政史军事,1.0,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
wo318.com,黑人打江山,黑人打江山-三国词,有效,音乐影视,宽带电影,1.8,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
chenlinsheng.com,新三国解密,新三国解密-三国词,有效,计算机软件硬件,软件交流,1.8,2,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
fxcmz.com,黑人打江山,黑人打江山-直投,有效,社交网络和在线社区,综合论坛,0.6,2,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
wanzaila.com,新三国解密,新三国解密-三国词,有效,社交网络和在线社区,综合论坛,1.8,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
51ape.com,黑人打江山,黑人打江山-三国词,有效,音乐影视,娱乐综合,1.7,28,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
eastshu.com,黑人打江山,黑人打江山-直投,有效,小说,文化文学,1.0,18,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
hackmvp.com,黑人打江山,黑人打江山-三国词,有效,计算机软件硬件,软件下载,1.7,4,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
xigua110.com,3D领取吕布,3D领取吕布-三国词,有效,音乐影视,宽带电影,1.8,213,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
lezai.com,黑人打江山,黑人打江山-三国词,有效,音乐影视,娱乐综合,1.7,2,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
qiongru.com,黑人打江山,黑人打江山-直投,有效,社交网络和在线社区,垂直论坛,0.6,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
yk19.com,新三国解密,新三国解密-三国词,有效,休闲娱乐,笑话,1.3,11,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
zhujia58.com,新三国解密,新三国解密-三国词,有效,垂直行业,农林牧渔,1.8,3,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
cqwb.com.cn,新三国解密,新三国解密-三国词,有效,新闻媒体,地方媒体,1.0,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
2tcn.com.cn,新三国解密,新三国解密-三国词,有效,垂直行业,商务贸易,1.8,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
